Player,Team,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Wayne Lu,Los Angeles Aviators,1,1,1.0,0,0.0,3,3.0,3,3.0,0,0.0,0.0,11,11.0,26,26,0,0
Marcel Osborne,Los Angeles Aviators,5,12,2.4,8,1.6,0,0.0,13,2.6,68,13.6,93.2,107,21.4,898,180,470,94
Sam Cook,Los Angeles Aviators,7,11,1.57,13,1.86,2,0.29,18,2.57,148,21.14,94.9,146,20.86,1069,153,942,135
Michael Kiyoi,Los Angeles Aviators,8,13,1.63,11,1.38,3,0.38,16,2.0,123,15.38,94.6,151,18.88,862,108,779,97
Matt Miller,Los Angeles Aviators,7,3,0.43,7,1.0,2,0.29,12,1.71,89,12.71,100.0,114,16.29,160,23,493,70
Kenrick Koo,Los Angeles Aviators,7,6,0.86,12,1.71,5,0.71,12,1.71,134,19.14,93.1,149,21.29,856,122,1099,157
Seamus Robinson,Los Angeles Aviators,5,3,0.6,3,0.6,6,1.2,6,1.2,40,8.0,88.9,91,18.2,449,90,134,27
Walter Kasprzycki,Los Angeles Aviators,1,0,0.0,2,2.0,1,1.0,1,1.0,4,4.0,80.0,18,18.0,66,66,38,38
Jake Baumer,Los Angeles Aviators,3,1,0.33,1,0.33,1,0.33,3,1.0,5,1.67,100.0,19,6.33,67,22,50,17
Garrett Santi,Los Angeles Aviators,2,2,1.0,1,0.5,1,0.5,2,1.0,6,3.0,75.0,26,13.0,72,36,28,14
Mitchell Steiner,Los Angeles Aviators,8,5,0.63,5,0.63,5,0.63,8,1.0,60,7.5,92.3,130,16.25,402,50,318,40
Sam Plasman,Los Angeles Aviators,5,3,0.6,0,0.0,2,0.4,4,0.8,10,2.0,90.9,51,10.2,224,45,60,12
Brandon Van Deusen,Los Angeles Aviators,5,2,0.4,4,0.8,1,0.2,3,0.6,55,11.0,94.8,61,12.2,357,71,255,51
Andrew Padula,Los Angeles Aviators,8,3,0.38,0,0.0,5,0.63,4,0.5,66,8.25,94.3,137,17.13,254,32,138,17
Collin Gall,Los Angeles Aviators,8,3,0.38,10,1.25,1,0.13,4,0.5,169,21.13,94.4,154,19.25,-64,-8,1255,157
Eddie Finley,Los Angeles Aviators,4,0,0.0,0,0.0,2,0.5,2,0.5,2,0.5,100.0,25,6.25,27,7,-2,-1
Calvin Brown,Los Angeles Aviators,6,12,2.0,19,3.17,4,0.67,2,0.33,212,35.33,86.9,131,21.83,694,116,1823,304
Ricky Kirkpatrick,Los Angeles Aviators,6,1,0.17,0,0.0,2,0.33,2,0.33,4,0.67,100.0,29,4.83,57,10,-8,-1
Nate Ransom,Los Angeles Aviators,7,4,0.57,4,0.57,4,0.57,2,0.29,55,7.86,85.9,106,15.14,201,29,259,37
Ian Ladner,Los Angeles Aviators,4,1,0.25,0,0.0,0,0.0,1,0.25,8,2.0,100.0,13,3.25,8,2,26,7
Kevin Goldberg,Los Angeles Aviators,3,0,0.0,0,0.0,1,0.33,0,0.0,8,2.67,100.0,19,6.33,53,18,17,6
Robby Odum,Los Angeles Aviators,3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.67,100.0,13,4.33,8,3,9,3
Xavier Charles,Los Angeles Aviators,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,26,5.2,15,3,0,0
Jake Coleman,Los Angeles Aviators,2,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,100.0,10,5.0,12,6,0,0
Nate Kirchhofer,Los Angeles Aviators,2,0,0.0,1,0.5,0,0.0,0,0.0,8,4.0,88.9,17,8.5,-23,-12,146,73
Tim Predmore,Los Angeles Aviators,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,3.0,0,0,0,0
Kyle Johnson,Los Angeles Aviators,7,1,0.14,0,0.0,0,0.0,-1,-0.14,6,0.86,85.7,64,9.14,128,18,23,3
Sam Fontaine,Los Angeles Aviators,8,7,0.88,17,2.13,2,0.25,-2,-0.25,276,34.5,91.7,163,20.38,1116,140,1873,234
Kyle Conniff,Los Angeles Aviators,4,0,0.0,0,0.0,0,0.0,-1,-0.25,2,0.5,100.0,22,5.5,3,1,32,8
Tim Predmore,Los Angeles Aviators,2,0,0.0,0,0.0,0,0.0,-1,-0.5,1,0.5,100.0,5,2.5,20,10,5,3
Zubair Abdulla,Los Angeles Aviators,1,0,0.0,0,0.0,0,0.0,-1,-1.0,8,8.0,88.9,6,6.0,17,17,44,44
Kegan Carroll,Los Angeles Aviators,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,3,3.0,0,0,0,0
Nick Boucher,Ottawa Outlaws,2,6,3.0,13,6.5,4,2.0,18,9.0,100,50.0,95.2,52,26.0,561,281,1230,615
Alec Arsenault,Ottawa Outlaws,2,10,5.0,6,3.0,0,0.0,13,6.5,43,21.5,93.5,47,23.5,628,314,368,184
Mike Lee,Ottawa Outlaws,1,1,1.0,5,5.0,0,0.0,6,6.0,17,17.0,100.0,14,14.0,137,137,214,214
David Colic,Ottawa Outlaws,2,9,4.5,2,1.0,2,1.0,9,4.5,16,8.0,80.0,44,22.0,632,316,172,86
Jeremy Hill,Ottawa Outlaws,2,7,3.5,5,2.5,1,0.5,9,4.5,27,13.5,87.1,48,24.0,522,261,262,131
Paul Renaud,Ottawa Outlaws,2,6,3.0,1,0.5,2,1.0,8,4.0,28,14.0,100.0,39,19.5,529,265,97,49
Ryan Poloz,Ottawa Outlaws,2,2,1.0,5,2.5,0,0.0,7,3.5,58,29.0,100.0,39,19.5,203,102,549,275
Carson Turner,Ottawa Outlaws,2,2,1.0,2,1.0,5,2.5,7,3.5,22,11.0,91.7,46,23.0,111,56,223,112
Rhys Toogood,Ottawa Outlaws,2,2,1.0,3,1.5,1,0.5,5,2.5,32,16.0,97.0,33,16.5,34,17,226,113
Jake Lochhead,Ottawa Outlaws,1,0,0.0,3,3.0,0,0.0,2,2.0,16,16.0,94.1,17,17.0,68,68,236,236
Braedan Robinson,Ottawa Outlaws,1,0,0.0,1,1.0,1,1.0,2,2.0,4,4.0,100.0,12,12.0,74,74,17,17
Greg Ellis,Ottawa Outlaws,1,0,0.0,3,3.0,1,1.0,2,2.0,40,40.0,95.2,24,24.0,106,106,289,289
Jon Hallett,Ottawa Outlaws,2,2,1.0,1,0.5,1,0.5,3,1.5,5,2.5,83.3,27,13.5,93,47,-10,-5
Brandon Adibe,Ottawa Outlaws,2,2,1.0,1,0.5,1,0.5,3,1.5,3,1.5,100.0,38,19.0,63,32,-16,-8
Matt O'Brien,Ottawa Outlaws,2,3,1.5,0,0.0,0,0.0,2,1.0,12,6.0,92.3,46,23.0,186,93,5,3
Dan Benvenuti,Ottawa Outlaws,1,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,100.0,20,20.0,6,6,11,11
Erich Phang-Lynn,Ottawa Outlaws,1,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,100.0,15,15.0,0,0,13,13
Desmond Staples,Ottawa Outlaws,1,0,0.0,1,1.0,0,0.0,1,1.0,5,5.0,100.0,13,13.0,16,16,58,58
Bryce Ring,Ottawa Outlaws,1,0,0.0,0,0.0,0,0.0,0,0.0,5,5.0,100.0,16,16.0,11,11,-1,-1
Ian Wallace,Ottawa Outlaws,1,0,0.0,0,0.0,1,1.0,0,0.0,4,4.0,80.0,13,13.0,72,72,23,23
Cameron Kennedy,Ottawa Outlaws,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,11.0,0,0,0,0
Kyle Hunter,Ottawa Outlaws,1,0,0.0,1,1.0,0,0.0,0,0.0,5,5.0,83.3,15,15.0,7,7,60,60
Kyle Cantal,Ottawa Outlaws,2,0,0.0,0,0.0,0,0.0,0,0.0,4,2.0,100.0,29,14.5,12,6,20,10
Curtis Campbell,Ottawa Outlaws,2,0,0.0,0,0.0,0,0.0,-1,-0.5,1,0.5,50.0,24,12.0,20,10,0,0
Thomas Stanton,Ottawa Outlaws,1,0,0.0,0,0.0,1,1.0,-1,-1.0,1,1.0,33.3,14,14.0,11,11,10,10
Alex Cameron,Ottawa Outlaws,1,0,0.0,0,0.0,0,0.0,-1,-1.0,4,4.0,80.0,16,16.0,-22,-22,25,25
Jonah Munoz,Ottawa Outlaws,1,0,0.0,0,0.0,0,0.0,-2,-2.0,11,11.0,84.6,16,16.0,91,91,92,92
Jordan Kerr,San Jose Spiders,6,16,2.67,14,2.33,8,1.33,30,5.0,141,23.5,96.6,155,25.83,1156,193,1451,242
Jace Bruner,San Jose Spiders,3,8,2.67,0,0.0,5,1.67,13,4.33,11,3.67,100.0,38,12.67,374,125,8,3
Sawyer Thompson,San Jose Spiders,6,15,2.5,19,3.17,1,0.17,21,3.5,99,16.5,90.0,143,23.83,1678,280,1049,175
Keenan Laurence,San Jose Spiders,5,9,1.8,7,1.4,5,1.0,15,3.0,49,9.8,92.5,85,17.0,934,187,472,94
Shane Earley,San Jose Spiders,4,8,2.0,3,0.75,4,1.0,11,2.75,27,6.75,90.0,68,17.0,539,135,158,40
Jake Thorne,San Jose Spiders,5,7,1.4,5,1.0,4,0.8,13,2.6,44,8.8,95.7,82,16.4,500,100,238,48
Kevin Tien,San Jose Spiders,6,5,0.83,6,1.0,7,1.17,14,2.33,19,3.17,82.6,85,14.17,382,64,86,14
Andrew Moore,San Jose Spiders,6,13,2.17,12,2.0,0,0.0,13,2.17,104,17.33,90.4,134,22.33,1241,207,571,95
Mark Lin,San Jose Spiders,2,2,1.0,6,3.0,1,0.5,3,1.5,58,29.0,90.6,45,22.5,293,147,666,333
Marcelo Sanchez,San Jose Spiders,3,3,1.0,6,2.0,3,1.0,4,1.33,52,17.33,89.7,67,22.33,443,148,593,198
Jacob Miller,San Jose Spiders,6,4,0.67,0,0.0,7,1.17,7,1.17,21,3.5,95.5,88,14.67,297,50,66,11
Justin Norden,San Jose Spiders,6,5,0.83,24,4.0,1,0.17,7,1.17,254,42.33,92.4,141,23.5,798,133,2003,334
Scott Xu,San Jose Spiders,1,4,4.0,1,1.0,0,0.0,1,1.0,25,25.0,92.6,26,26.0,155,155,137,137
Matthew Crawford,San Jose Spiders,6,0,0.0,6,1.0,2,0.33,6,1.0,57,9.5,96.6,76,12.67,64,11,387,65
Joe Thompson,San Jose Spiders,1,1,1.0,0,0.0,0,0.0,1,1.0,2,2.0,100.0,7,7.0,29,29,19,19
Chris Lung,San Jose Spiders,5,0,0.0,7,1.4,2,0.4,5,1.0,50,10.0,92.6,84,16.8,-69,-14,612,122
Munis Thahir,San Jose Spiders,6,7,1.17,0,0.0,1,0.17,5,0.83,19,3.17,100.0,92,15.33,339,57,69,12
Steven Chang,San Jose Spiders,4,4,1.0,1,0.25,0,0.0,3,0.75,20,5.0,90.9,40,10.0,89,22,226,57
Matthew Kissmann,San Jose Spiders,6,3,0.5,2,0.33,2,0.33,3,0.5,154,25.67,97.5,129,21.5,-54,-9,758,126
Brandon Fein,San Jose Spiders,4,1,0.25,1,0.25,1,0.25,2,0.5,10,2.5,90.9,56,14.0,88,22,22,6
Evan Magsig,San Jose Spiders,2,1,0.5,0,0.0,0,0.0,1,0.5,2,1.0,100.0,20,10.0,66,33,-8,-4
Max Williams,San Jose Spiders,4,2,0.5,0,0.0,2,0.5,2,0.5,3,0.75,100.0,56,14.0,117,29,4,1
Skylohr Taylor,San Jose Spiders,3,1,0.33,1,0.33,0,0.0,1,0.33,13,4.33,92.9,30,10.0,69,23,23,8
Ben Levinsky,San Jose Spiders,3,0,0.0,0,0.0,2,0.67,1,0.33,7,2.33,100.0,43,14.33,39,13,60,20
Phil Chang,San Jose Spiders,3,0,0.0,1,0.33,1,0.33,1,0.33,9,3.0,90.0,35,11.67,-17,-6,83,28
Rafael Castro,San Jose Spiders,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,11.0,0,0,0,0
Ben Petrowski,San Jose Spiders,2,1,0.5,0,0.0,0,0.0,0,0.0,5,2.5,100.0,19,9.5,73,37,-40,-20
Colin Grant,San Jose Spiders,3,0,0.0,1,0.33,0,0.0,0,0.0,6,2.0,100.0,31,10.33,63,21,-4,-1
Alex Pien,San Jose Spiders,3,0,0.0,0,0.0,0,0.0,-2,-0.67,3,1.0,60.0,26,8.67,47,16,19,6
Satoru Ishii,San Jose Spiders,3,0,0.0,0,0.0,0,0.0,-3,-1.0,5,1.67,83.3,24,8.0,0,0,68,23
Ken Noh,San Jose Spiders,2,0,0.0,0,0.0,0,0.0,-5,-2.5,20,10.0,83.3,17,8.5,18,9,122,61
Max Sheppard,Pittsburgh Thunderbirds,7,22,3.14,20,2.86,4,0.57,31,4.43,138,19.71,91.4,155,22.14,1709,244,792,113
Jimmy Towle,Pittsburgh Thunderbirds,7,16,2.29,20,2.86,4,0.57,29,4.14,118,16.86,93.7,147,21.0,1491,213,898,128
CJ Colicchio,Pittsburgh Thunderbirds,7,22,3.14,16,2.29,9,1.29,27,3.86,129,18.43,87.8,157,22.43,1612,230,1084,155
Thomas Edmonds,Pittsburgh Thunderbirds,6,8,1.33,14,2.33,2,0.33,14,2.33,298,49.67,97.7,138,23.0,1347,225,1598,266
Anson Reppermund,Pittsburgh Thunderbirds,7,6,0.86,4,0.57,11,1.57,15,2.14,38,5.43,88.4,117,16.71,652,93,284,41
Kenny Furdella,Pittsburgh Thunderbirds,2,2,1.0,2,1.0,1,0.5,3,1.5,45,22.5,97.8,30,15.0,58,29,376,188
Steve Mogielski,Pittsburgh Thunderbirds,7,6,0.86,0,0.0,4,0.57,8,1.14,7,1.0,77.8,81,11.57,258,37,23,3
Owen Watt,Pittsburgh Thunderbirds,5,6,1.2,7,1.4,3,0.6,5,1.0,40,8.0,81.6,94,18.8,588,118,527,105
Adam Burgess,Pittsburgh Thunderbirds,3,3,1.0,3,1.0,2,0.67,3,1.0,79,26.33,95.2,62,20.67,191,64,369,123
Clint McSherry,Pittsburgh Thunderbirds,3,2,0.67,2,0.67,0,0.0,3,1.0,17,5.67,94.4,36,12.0,68,23,88,29
Myles Cooper,Pittsburgh Thunderbirds,6,1,0.17,0,0.0,6,1.0,6,1.0,11,1.83,100.0,68,11.33,75,13,16,3
Donald Robinson,Pittsburgh Thunderbirds,1,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,100.0,12,12.0,0,0,13,13
Pete Zaccardi,Pittsburgh Thunderbirds,7,6,0.86,6,0.86,4,0.57,5,0.71,194,27.71,94.6,138,19.71,248,35,910,130
Anthony Davis,Pittsburgh Thunderbirds,6,5,0.83,0,0.0,2,0.33,4,0.67,14,2.33,87.5,75,12.5,284,47,15,3
Kevin O'Brien,Pittsburgh Thunderbirds,4,0,0.0,2,0.5,0,0.0,2,0.5,6,1.5,100.0,40,10.0,27,7,116,29
Tristan Yarter,Pittsburgh Thunderbirds,6,3,0.5,5,0.83,4,0.67,3,0.5,51,8.5,86.4,87,14.5,264,44,369,62
Clayton Carey,Pittsburgh Thunderbirds,2,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,100.0,20,10.0,5,3,14,7
Chris Graber,Pittsburgh Thunderbirds,5,2,0.4,1,0.2,1,0.2,2,0.4,4,0.8,66.7,74,14.8,175,35,4,1
Connor Newell,Pittsburgh Thunderbirds,6,8,1.33,5,0.83,2,0.33,2,0.33,90,15.0,87.4,121,20.17,811,135,517,86
Patrick McMullen,Pittsburgh Thunderbirds,7,2,0.29,2,0.29,0,0.0,1,0.14,62,8.86,96.9,86,12.29,134,19,362,52
Benjamin Thompsen,Pittsburgh Thunderbirds,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,10.0,0,0,0,0
Jonathan Mast,Pittsburgh Thunderbirds,3,1,0.33,4,1.33,0,0.0,0,0.0,156,52.0,96.9,63,21.0,-65,-22,985,328
Nick Nagel,Pittsburgh Thunderbirds,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,14.0,6,6,0,0
Alan Gruntz,Pittsburgh Thunderbirds,5,1,0.2,0,0.0,0,0.0,0,0.0,2,0.4,66.7,51,10.2,11,2,-8,-2
Thomas Hansen,Pittsburgh Thunderbirds,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,9.0,0,0,0,0
Sam VanDusen,Pittsburgh Thunderbirds,7,4,0.57,15,2.14,4,0.57,0,0.0,115,16.43,83.9,152,21.71,679,97,1263,180
Benjamin Attal,Pittsburgh Thunderbirds,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,11.0,0,0,0,0
Sam Gabrielson,Pittsburgh Thunderbirds,2,0,0.0,0,0.0,0,0.0,0,0.0,8,4.0,100.0,22,11.0,14,7,19,10
Cam Bellando,Pittsburgh Thunderbirds,2,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,100.0,23,11.5,1,1,-4,-2
Evan Howey,Pittsburgh Thunderbirds,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,9,9.0,11,11,-6,-6
Andrew Thompson,Pittsburgh Thunderbirds,4,0,0.0,0,0.0,0,0.0,-1,-0.25,2,0.5,66.7,42,10.5,16,4,3,1
John Buss,Pittsburgh Thunderbirds,2,0,0.0,0,0.0,0,0.0,-1,-0.5,2,1.0,66.7,18,9.0,11,6,7,4
Harry Mcnamara,Pittsburgh Thunderbirds,6,2,0.33,1,0.17,0,0.0,-4,-0.67,53,8.83,94.6,84,14.0,141,24,274,46
Unmil Patel,Tampa Bay Cannons,7,14,2.0,5,0.71,5,0.71,22,3.14,40,5.71,95.2,130,18.57,868,124,244,35
John Wodach,Tampa Bay Cannons,1,3,3.0,2,2.0,1,1.0,3,3.0,22,22.0,95.7,29,29.0,198,198,111,111
Andrew Roney,Tampa Bay Cannons,6,10,1.67,26,4.33,9,1.5,15,2.5,265,44.17,90.1,135,22.5,836,139,2246,374
Matt Bode,Tampa Bay Cannons,5,7,1.4,4,0.8,4,0.8,12,2.4,62,12.4,96.9,91,18.2,529,106,374,75
Ryan Chard,Tampa Bay Cannons,8,16,2.0,3,0.38,9,1.13,17,2.13,77,9.63,90.6,158,19.75,1163,145,275,34
Tanner Repasky,Tampa Bay Cannons,1,0,0.0,3,3.0,0,0.0,2,2.0,12,12.0,100.0,18,18.0,81,81,67,67
Sean Plunkett,Tampa Bay Cannons,9,12,1.33,4,0.44,8,0.89,17,1.89,76,8.44,92.7,187,20.78,912,101,444,49
Andrew Cohen,Tampa Bay Cannons,7,7,1.0,6,0.86,1,0.14,12,1.71,179,25.57,98.9,125,17.86,673,96,897,128
Logan Diehl,Tampa Bay Cannons,6,5,0.83,0,0.0,5,0.83,9,1.5,12,2.0,92.3,82,13.67,252,42,-8,-1
Eric Sjostrom,Tampa Bay Cannons,3,5,1.67,3,1.0,1,0.33,4,1.33,75,25.0,94.9,56,18.67,205,68,767,256
Billy O'Bryan,Tampa Bay Cannons,9,19,2.11,17,1.89,8,0.89,11,1.22,242,26.89,89.0,218,24.22,1573,175,1620,180
Tannon Hedges,Tampa Bay Cannons,7,11,1.57,6,0.86,1,0.14,8,1.14,91,13.0,92.9,110,15.71,903,129,526,75
Adam Vinson,Tampa Bay Cannons,7,12,1.71,0,0.0,2,0.29,7,1.0,54,7.71,90.0,121,17.29,1026,147,91,13
Robert Alongi,Tampa Bay Cannons,3,1,0.33,1,0.33,2,0.67,3,1.0,8,2.67,88.9,34,11.33,87,29,57,19
Stephen Poulos,Tampa Bay Cannons,6,2,0.33,12,2.0,2,0.33,5,0.83,83,13.83,89.2,74,12.33,185,31,1120,187
Jacob Clary,Tampa Bay Cannons,9,3,0.33,0,0.0,5,0.56,6,0.67,2,0.22,50.0,81,9.0,164,18,-8,-1
Alex Guerrero,Tampa Bay Cannons,5,1,0.2,2,0.4,0,0.0,3,0.6,14,2.8,100.0,69,13.8,73,15,106,21
Tre Hodge,Tampa Bay Cannons,2,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0.0,20,10.0,0,0,0,0
Frank Weng,Tampa Bay Cannons,2,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,100.0,14,7.0,4,2,14,7
Jorge Delgado,Tampa Bay Cannons,2,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0.0,16,8.0,5,3,0,0
Michael Arbutine,Tampa Bay Cannons,9,4,0.44,2,0.22,4,0.44,4,0.44,28,3.11,87.5,149,16.56,453,50,171,19
Cody Coates,Tampa Bay Cannons,3,2,0.67,0,0.0,0,0.0,1,0.33,3,1.0,100.0,27,9.0,133,44,-1,0
Hector Ordonez,Tampa Bay Cannons,3,0,0.0,1,0.33,1,0.33,1,0.33,5,1.67,83.3,21,7.0,65,22,-10,-3
Matteo Focchi,Tampa Bay Cannons,3,0,0.0,0,0.0,1,0.33,1,0.33,3,1.0,100.0,17,5.67,27,9,14,5
Tim Lootens,Tampa Bay Cannons,6,2,0.33,0,0.0,2,0.33,1,0.17,9,1.5,75.0,64,10.67,27,5,55,9
Clayton Partlow,Tampa Bay Cannons,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,5.0,0,0,0,0
Javier Yañez,Tampa Bay Cannons,1,0,0.0,1,1.0,0,0.0,0,0.0,27,27.0,96.4,17,17.0,8,8,232,232
Bradley Seuntjens,Tampa Bay Cannons,5,3,0.6,0,0.0,3,0.6,0,0.0,54,10.8,91.5,88,17.6,670,134,86,17
BJ Barrett,Tampa Bay Cannons,1,0,0.0,1,1.0,0,0.0,0,0.0,6,6.0,100.0,16,16.0,106,106,2,2
Anish Indhupuru,Tampa Bay Cannons,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,11.0,0,0,0,0
Andre Bordelon,Tampa Bay Cannons,2,0,0.0,0,0.0,0,0.0,0,0.0,4,2.0,100.0,17,8.5,34,17,-2,-1
JC Cox,Tampa Bay Cannons,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,10,10.0,-6,-6,34,34
Caleb Posey,Tampa Bay Cannons,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,13,13.0,11,11,10,10
Tyler Hebert,Tampa Bay Cannons,6,1,0.17,0,0.0,1,0.17,-1,-0.17,28,4.67,93.3,73,12.17,82,14,171,29
Hayden Wachob,Tampa Bay Cannons,2,0,0.0,0,0.0,1,0.5,-1,-0.5,2,1.0,50.0,17,8.5,47,24,-15,-8
Ryan Hiser,Tampa Bay Cannons,3,1,0.33,3,1.0,0,0.0,-2,-0.67,39,13.0,86.7,38,12.67,255,85,355,118
Tony Lopez,Tampa Bay Cannons,3,3,1.0,1,0.33,0,0.0,-2,-0.67,32,10.67,88.9,50,16.67,359,120,73,24
Austin Gaines,Tampa Bay Cannons,3,0,0.0,0,0.0,1,0.33,-2,-0.67,13,4.33,86.7,29,9.67,7,2,95,32
Bobby Ley,Tampa Bay Cannons,7,2,0.29,37,5.29,3,0.43,-5,-0.71,345,49.29,88.5,181,25.86,1219,174,2556,365
Jaime Perez,Tampa Bay Cannons,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,14,14.0,6,6,0,0
Dustin Travaglini,Tampa Bay Cannons,9,2,0.22,7,0.78,2,0.22,-9,-1.0,101,11.22,83.5,145,16.11,111,12,825,92
David Witte,Tampa Bay Cannons,2,0,0.0,0,0.0,0,0.0,-2,-1.0,5,2.5,83.3,15,7.5,44,22,41,21
Jacob Dummeldinger,Tampa Bay Cannons,2,1,0.5,0,0.0,0,0.0,-3,-1.5,14,7.0,93.3,36,18.0,279,140,42,21
Andrew Sjogren,Detroit Mechanix,9,36,4.0,8,0.89,0,0.0,33,3.67,164,18.22,97.0,188,20.89,2930,326,142,16
Jake Kenniv,Detroit Mechanix,7,11,1.57,6,0.86,4,0.57,13,1.86,82,11.71,91.1,124,17.71,1282,183,295,42
Jack Havey,Detroit Mechanix,9,16,1.78,7,0.78,7,0.78,15,1.67,170,18.89,92.4,173,19.22,1544,172,802,89
Terry Gaither,Detroit Mechanix,3,0,0.0,0,0.0,5,1.67,4,1.33,9,3.0,90.0,32,10.67,98,33,-22,-7
Caleb Stanish,Detroit Mechanix,8,6,0.75,2,0.25,3,0.38,8,1.0,24,3.0,96.0,127,15.88,415,52,69,9
Ashton Hoffman,Detroit Mechanix,5,3,0.6,4,0.8,2,0.4,5,1.0,80,16.0,95.2,62,12.4,279,56,616,123
Grant Maynard,Detroit Mechanix,8,9,1.13,3,0.38,1,0.13,7,0.88,49,6.13,90.7,122,15.25,623,78,166,21
Rees McDevitt,Detroit Mechanix,7,2,0.29,1,0.14,3,0.43,4,0.57,30,4.29,100.0,58,8.29,96,14,203,29
Bryan Walsh,Detroit Mechanix,9,4,0.44,27,3.0,3,0.33,5,0.56,374,41.56,93.5,197,21.89,750,83,2709,301
Tevor Balfour,Detroit Mechanix,6,1,0.17,1,0.17,3,0.5,3,0.5,20,3.33,90.9,70,11.67,209,35,51,9
Jordan Kinde,Detroit Mechanix,8,4,0.5,11,1.38,2,0.25,4,0.5,100,12.5,89.3,122,15.25,408,51,771,96
Chris Ellis,Detroit Mechanix,2,1,0.5,0,0.0,1,0.5,1,0.5,0,0.0,0.0,12,6.0,40,20,0,0
Michael Ntende,Detroit Mechanix,2,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0.0,11,5.5,13,7,0,0
Tyler Mitchuson,Detroit Mechanix,7,1,0.14,0,0.0,4,0.57,3,0.43,7,1.0,87.5,92,13.14,112,16,34,5
Colin Ringwood,Detroit Mechanix,9,2,0.22,2,0.22,1,0.11,3,0.33,40,4.44,97.6,89,9.89,66,7,261,29
Aaron Schwieterman,Detroit Mechanix,5,4,0.8,3,0.6,0,0.0,1,0.2,55,11.0,94.8,65,13.0,382,76,151,30
Kevin Anthony,Detroit Mechanix,6,2,0.33,7,1.17,2,0.33,1,0.17,91,15.17,90.1,85,14.17,464,77,700,117
Justin Winn,Detroit Mechanix,8,6,0.75,6,0.75,0,0.0,1,0.13,89,11.13,89.9,124,15.5,505,63,639,80
Matt LeMaitre,Detroit Mechanix,7,0,0.0,1,0.14,5,0.71,0,0.0,40,5.71,88.9,99,14.14,92,13,174,25
Ryan Ntende,Detroit Mechanix,3,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,100.0,20,6.67,21,7,8,3
Zachery Turner,Detroit Mechanix,4,1,0.25,0,0.0,2,0.5,0,0.0,7,1.75,77.8,31,7.75,50,13,29,7
Jup Patel,Detroit Mechanix,8,1,0.13,2,0.25,2,0.25,-1,-0.13,28,3.5,90.3,101,12.63,269,34,5,1
Austin Riegel,Detroit Mechanix,8,1,0.13,0,0.0,0,0.0,-1,-0.13,14,1.75,100.0,77,9.63,130,16,-3,0
Ryan Lee,Detroit Mechanix,3,0,0.0,1,0.33,1,0.33,-1,-0.33,12,4.0,80.0,38,12.67,31,10,75,25
Stephen Grondin,Detroit Mechanix,3,0,0.0,0,0.0,0,0.0,-1,-0.33,13,4.33,92.9,34,11.33,47,16,123,41
Joseph Cubitt,Detroit Mechanix,9,7,0.78,20,2.22,1,0.11,-4,-0.44,376,41.78,93.3,194,21.56,901,100,2362,262
Daniel Viggiani,Detroit Mechanix,1,0,0.0,0,0.0,0,0.0,-1,-1.0,2,2.0,66.7,16,16.0,2,2,10,10
David Innis,Detroit Mechanix,9,2,0.22,8,0.89,4,0.44,-14,-1.56,236,26.22,90.4,166,18.44,20,2,1426,158
Sawyer Fil,Detroit Mechanix,7,0,0.0,0,0.0,0,0.0,-13,-1.86,29,4.14,69.0,82,11.71,206,29,159,23
Mike Mackenzie,Toronto Rush,1,6,6.0,5,5.0,1,1.0,12,12.0,22,22.0,100.0,27,27.0,506,506,267,267
